ID,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL162011, 2011-09-27T00:00:00Z, U, DB, 17.6, -59.9, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072008, 2008-08-27T00:00:00Z, U, TS, 18.4, -73.1, 50.0, 995.0, 45.0, 45.0, 30.0, 30.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-09-04T06:00:00Z, U, HU, 21.1, -57.9, 75.0, 969.0, 150.0, 120.0, 70.0, 120.0, 70.0, 50.0, 40.0, 60.0, 30.0, 20.0, 0.0, 30.0
AL032009, 2009-08-24T18:00:00Z, U, EX, 50.0, -41.2, 60.0, 980.0, 225.0, 275.0, 240.0, 150.0, 100.0, 175.0, 75.0, 75.0, 0.0, 0.0, 0.0, 0.0
AL152005, 2005-09-06T06:00:00Z, U, TS, 28.5, -66.5, 40.0, 1002.0, 40.0, 40.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042005, 2005-07-06T06:00:00Z, U, TS, 14.7, -69.7, 50.0, 995.0, 75.0, 75.0, 25.0, 75.0, 25.0, 25.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL062010, 2010-08-21T12:00:00Z, U, LO, 10.7, -31.1, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062012, 2012-08-06T18:00:00Z, U, LO, 16.5, -40.9, 30.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-02T06:00:00Z, U, HU, 30.3, -84.0, 65.0, 982.0, 130.0, 150.0, 60.0, 40.0, 40.0, 110.0, 30.0, 20.0, 20.0, 30.0, 0.0, 0.0
AL092015, 2015-09-19T06:00:00Z, U, TD, 18.3, -48.8, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102013, 2013-09-15T06:00:00Z, U, HU, 22.0, -95.2, 75.0, 985.0, 70.0, 80.0, 40.0, 60.0, 50.0, 20.0, 20.0, 30.0, 30.0, 0.0, 0.0, 20.0
AL162011, 2011-09-29T00:00:00Z, U, TS, 19.1, -60.5, 50.0, 995.0, 90.0, 75.0, 0.0, 75.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062007, 2007-09-01T00:00:00Z, U, TS, 12.1, -59.4, 35.0, 1007.0, 15.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062014, 2014-09-20T18:00:00Z, U, LO, 38.8, -33.0, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-06-01T12:00:00Z, U, LO, 33.4, -76.9, 20.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132017, 2017-09-09T06:00:00Z, U, TS, 20.3, -97.4, 35.0, 1001.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-14T00:00:00Z, U, TD, 16.0, -60.7, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032017, 2017-06-22T12:00:00Z, U, TS, 30.5, -93.8, 40.0, 993.0, 0.0, 60.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-17T18:00:00Z, U, LO, 12.3, -33.9, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL192012, 2012-10-24T06:00:00Z, U, TS, 27.2, -48.5, 40.0, 1003.0, 50.0, 60.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112017, 2017-09-03T18:00:00Z, U, HU, 17.6, -49.2, 100.0, 965.0, 120.0, 80.0, 50.0, 100.0, 50.0, 40.0, 30.0, 40.0, 25.0, 20.0, 15.0, 25.0
AL152005, 2005-09-09T12:00:00Z, U, HU, 34.0, -55.8, 65.0, 986.0, 150.0, 210.0, 180.0, 120.0, 90.0, 120.0, 90.0, 45.0, 0.0, 45.0, 0.0, 0.0
AL112004, 2004-09-20T12:00:00Z, U, TS, 26.6, -71.7, 60.0, 989.0, 90.0, 80.0, 80.0, 80.0, 60.0, 40.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL042004, 2004-08-18T12:00:00Z, U, TS, 28.1, -39.8, 55.0, 994.0, 90.0, 60.0, 0.0, 60.0, 50.0, 30.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL032016, 2016-06-07T02:00:00Z, L, TS, 29.8, -83.6, 45.0, 1001.0, 100.0, 200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072016, 2016-08-27T12:00:00Z, U, TS, 28.1, -52.8, 60.0, 992.0, 100.0, 80.0, 40.0, 70.0, 40.0, 30.0, 20.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL072008, 2008-08-31T12:00:00Z, U, HU, 24.8, -85.5, 100.0, 961.0, 190.0, 150.0, 120.0, 150.0, 120.0, 90.0, 60.0, 90.0, 45.0, 30.0, 25.0, 30.0
AL062005, 2005-07-26T00:00:00Z, U, TS, 30.9, -68.6, 35.0, 1000.0, 0.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052007, 2007-08-15T18:00:00Z, U, TS, 25.8, -94.0, 35.0, 1004.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042005, 2005-07-16T12:00:00Z, U, LO, 40.2, -86.2, 10.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072013, 2013-09-05T12:00:00Z, U, TD, 17.4, -67.7, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052015, 2015-08-27T18:00:00Z, U, TS, 16.6, -63.6, 45.0, 1006.0, 120.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072014, 2014-10-12T12:00:00Z, U, HU, 33.1, -63.9, 70.0, 983.0, 150.0, 150.0, 120.0, 120.0, 50.0, 60.0, 60.0, 60.0, 0.0, 20.0, 20.0, 0.0
AL032017, 2017-06-21T12:00:00Z, U, TS, 27.3, -92.3, 50.0, 993.0, 180.0, 100.0, 50.0, 100.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0
AL172011, 2011-10-08T06:00:00Z, U, TS, 30.9, -51.4, 60.0, 987.0, 60.0, 90.0, 75.0, 75.0, 30.0, 40.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-03T00:00:00Z, U, TS, 33.6, -79.2, 50.0, 991.0, 140.0, 160.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL312005, 2006-01-07T00:00:00Z, U, LO, 23.7, -51.4, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122011, 2011-09-01T12:00:00Z, U, HU, 15.3, -46.9, 65.0, 988.0, 130.0, 100.0, 50.0, 120.0, 60.0, 40.0, 0.0, 60.0, 30.0, 0.0, 0.0, 30.0
AL082006, 2006-09-12T18:00:00Z, U, TS, 23.4, -58.2, 55.0, 994.0, 75.0, 40.0, 0.0, 50.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-19T12:00:00Z, U, TS, 23.5, -72.5, 40.0, 1000.0, 75.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-14T04:00:00Z, L, TD, 16.2, -61.3, 30.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-22T12:00:00Z, U, LO, 26.0, -87.3, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052005, 2005-07-19T00:00:00Z, U, HU, 22.6, -91.5, 75.0, 981.0, 125.0, 75.0, 50.0, 90.0, 75.0, 50.0, 30.0, 60.0, 30.0, 30.0, 0.0, 0.0
AL112004, 2004-09-25T06:00:00Z, U, HU, 26.5, -75.6, 90.0, 960.0, 180.0, 120.0, 105.0, 130.0, 100.0, 70.0, 70.0, 90.0, 60.0, 45.0, 45.0, 60.0
AL172005, 2005-09-18T06:00:00Z, U, TS, 14.4, -55.3, 45.0, 1000.0, 20.0, 70.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032017, 2017-06-20T18:00:00Z, U, TS, 25.6, -90.6, 45.0, 996.0, 210.0, 150.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-22T12:00:00Z, U, HU, 26.5, -68.5, 85.0, 968.0, 100.0, 100.0, 100.0, 120.0, 60.0, 60.0, 60.0, 70.0, 30.0, 30.0, 30.0, 40.0
AL112017, 2017-09-06T18:00:00Z, U, HU, 18.6, -64.7, 150.0, 916.0, 160.0, 120.0, 90.0, 150.0, 100.0, 70.0, 50.0, 70.0, 50.0, 45.0, 30.0, 45.0
AL052010, 2010-08-16T12:00:00Z, U, LO, 29.3, -86.0, 20.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-23T18:00:00Z, U, HU, 25.8, -70.0, 75.0, 966.0, 100.0, 100.0, 100.0, 120.0, 60.0, 60.0, 60.0, 70.0, 30.0, 30.0, 30.0, 40.0
AL042008, 2008-07-21T18:00:00Z, U, TS, 22.8, -90.4, 45.0, 1005.0, 150.0, 120.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172017, 2017-10-08T18:00:00Z, U, LO, 30.4, -40.1, 35.0, 1009.0, 50.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062016, 2016-08-16T18:00:00Z, U, TD, 12.0, -32.2, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-09-28T12:00:00Z, U, TS, 18.4, -59.8, 40.0, 1001.0, 75.0, 75.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092012, 2012-08-29T00:00:00Z, L, HU, 28.9, -89.4, 70.0, 967.0, 180.0, 150.0, 150.0, 140.0, 90.0, 90.0, 60.0, 50.0, 50.0, 60.0, 0.0, 0.0
AL162004, 2004-11-27T06:00:00Z, U, EX, 26.7, -43.8, 35.0, 1000.0, 350.0, 600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072004, 2004-08-31T12:00:00Z, U, TS, 39.1, -72.9, 35.0, 1001.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122004, 2004-09-18T06:00:00Z, U, HU, 14.5, -38.0, 85.0, 975.0, 90.0, 75.0, 80.0, 75.0, 35.0, 30.0, 30.0, 35.0, 20.0, 15.0, 15.0, 20.0
AL092012, 2012-08-25T18:00:00Z, U, TS, 20.8, -75.2, 50.0, 997.0, 180.0, 120.0, 40.0, 150.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102009, 2009-10-09T00:00:00Z, U, LO, 20.5, -62.9, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182005, 2005-09-22T18:00:00Z, U, HU, 25.6, -89.1, 125.0, 913.0, 180.0, 140.0, 100.0, 140.0, 120.0, 90.0, 50.0, 80.0, 70.0, 60.0, 40.0, 50.0
AL092008, 2008-09-09T12:00:00Z, U, HU, 22.4, -82.4, 70.0, 965.0, 155.0, 155.0, 100.0, 170.0, 90.0, 75.0, 30.0, 90.0, 30.0, 0.0, 0.0, 30.0
AL112015, 2015-10-01T00:00:00Z, U, HU, 23.9, -72.9, 100.0, 951.0, 100.0, 130.0, 90.0, 90.0, 40.0, 50.0, 30.0, 40.0, 30.0, 30.0, 20.0, 20.0
AL042006, 2006-08-03T18:00:00Z, U, TD, 20.6, -67.7, 30.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142005, 2005-09-08T12:00:00Z, U, HU, 38.7, -48.0, 65.0, 985.0, 200.0, 225.0, 175.0, 175.0, 100.0, 120.0, 100.0, 90.0, 0.0, 75.0, 0.0, 0.0
AL042012, 2012-06-26T00:00:00Z, U, TS, 29.0, -85.0, 45.0, 991.0, 100.0, 220.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042013, 2013-07-23T12:00:00Z, U, LO, 12.0, -22.8, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL302005, 2005-12-09T12:00:00Z, U, LO, 24.7, -40.1, 25.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082017, 2017-08-13T12:00:00Z, U, TS, 26.8, -71.2, 35.0, 1012.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062006, 2006-09-01T12:00:00Z, U, TD, 35.8, -77.6, 30.0, 991.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052012, 2012-08-01T18:00:00Z, U, TD, 12.0, -48.2, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-15T00:00:00Z, U, TD, 10.6, -24.7, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022007, 2007-06-03T06:00:00Z, U, EX, 32.1, -81.0, 40.0, 994.0, 120.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052005, 2005-07-11T00:00:00Z, U, TD, 10.7, -42.4, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL192011, 2011-11-10T06:00:00Z, U, TS, 29.7, -70.9, 55.0, 984.0, 220.0, 120.0, 90.0, 120.0, 45.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092014, 2014-10-29T06:00:00Z, U, LO, 16.9, -88.6, 20.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012006, 2006-06-17T12:00:00Z, U, EX, 53.0, -34.5, 40.0, 995.0, 0.0, 325.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182012, 2012-10-28T06:00:00Z, U, HU, 31.3, -73.9, 65.0, 959.0, 450.0, 300.0, 300.0, 270.0, 0.0, 180.0, 180.0, 210.0, 0.0, 0.0, 150.0, 180.0
AL032008, 2008-07-20T12:00:00Z, U, TS, 34.1, -76.7, 45.0, 1006.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042016, 2016-06-18T18:00:00Z, U, LO, 19.4, -91.6, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082012, 2012-08-20T00:00:00Z, U, HU, 36.4, -26.6, 70.0, 981.0, 70.0, 100.0, 80.0, 70.0, 40.0, 60.0, 50.0, 40.0, 20.0, 30.0, 30.0, 20.0
AL052005, 2005-07-11T06:00:00Z, U, TD, 10.8, -43.4, 30.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062004, 2004-09-09T12:00:00Z, U, EX, 42.8, -77.7, 35.0, 1001.0, 75.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032014, 2014-08-02T06:00:00Z, U, TS, 15.9, -64.1, 40.0, 1008.0, 100.0, 30.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072016, 2016-08-30T18:00:00Z, U, HU, 32.4, -52.5, 95.0, 963.0, 120.0, 140.0, 100.0, 90.0, 60.0, 70.0, 60.0, 50.0, 40.0, 35.0, 30.0, 30.0
AL122010, 2010-09-16T00:00:00Z, U, HU, 19.9, -34.1, 105.0, 958.0, 105.0, 90.0, 75.0, 105.0, 50.0, 40.0, 30.0, 40.0, 30.0, 20.0, 20.0, 30.0
AL062004, 2004-08-27T06:00:00Z, U, HU, 14.2, -47.8, 75.0, 980.0, 75.0, 60.0, 60.0, 75.0, 40.0, 30.0, 30.0, 40.0, 15.0, 15.0, 15.0, 15.0
AL072007, 2007-09-08T12:00:00Z, U, SS, 31.1, -73.8, 35.0, 1010.0, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172012, 2012-10-24T18:00:00Z, U, EX, 41.9, -16.0, 30.0, 995.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162016, 2016-11-21T12:00:00Z, U, TS, 11.3, -79.2, 40.0, 1001.0, 30.0, 30.0, 20.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082006, 2006-09-22T06:00:00Z, U, EX, 57.0, -14.0, 65.0, 974.0, 420.0, 420.0, 60.0, 420.0, 150.0, 120.0, 0.0, 360.0, 120.0, 0.0, 0.0, 0.0
AL022014, 2014-07-20T12:00:00Z, U, LO, 10.4, -34.4, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122013, 2013-10-05T00:00:00Z, U, TS, 26.1, -90.5, 40.0, 1004.0, 100.0, 90.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL282005, 2005-11-17T12:00:00Z, U, WV, 15.6, -81.7, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092008, 2008-09-03T12:00:00Z, U, TS, 20.6, -50.3, 60.0, 989.0, 135.0, 105.0, 50.0, 120.0, 75.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL312005, 2006-01-02T06:00:00Z, U, TS, 24.3, -39.7, 50.0, 997.0, 140.0, 60.0, 20.0, 100.0, 40.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0
AL102011, 2011-08-25T12:00:00Z, U, TD, 13.1, -31.2, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152005, 2005-09-10T18:00:00Z, U, EX, 34.9, -44.1, 45.0, 997.0, 75.0, 175.0, 150.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062006, 2006-09-04T06:00:00Z, U, EX, 46.5, -74.4, 20.0, 1014.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL302005, 2005-12-03T00:00:00Z, U, HU, 34.3, -47.1, 65.0, 987.0, 100.0, 100.0, 100.0, 100.0, 40.0, 40.0, 40.0, 40.0, 15.0, 15.0, 15.0, 15.0
AL082011, 2011-08-21T18:00:00Z, U, TD, 18.5, -93.3, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112010, 2010-09-14T06:00:00Z, U, HU, 17.9, -51.5, 115.0, 945.0, 180.0, 140.0, 110.0, 140.0, 90.0, 70.0, 60.0, 80.0, 45.0, 30.0, 30.0, 45.0
AL092004, 2004-09-07T12:00:00Z, U, HU, 11.6, -59.4, 100.0, 963.0, 140.0, 60.0, 60.0, 140.0, 90.0, 30.0, 30.0, 90.0, 60.0, 15.0, 15.0, 60.0
AL112015, 2015-10-07T00:00:00Z, U, HU, 39.6, -54.9, 70.0, 974.0, 160.0, 200.0, 220.0, 160.0, 90.0, 120.0, 100.0, 80.0, 40.0, 45.0, 25.0, 30.0
AL062010, 2010-08-31T18:00:00Z, U, EX, 42.1, -35.9, 50.0, 987.0, 180.0, 240.0, 240.0, 180.0, 45.0, 150.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0
AL072009, 2009-09-19T00:00:00Z, U, LO, 26.2, -68.1, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092015, 2015-09-19T00:00:00Z, U, TD, 18.1, -48.1, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032014, 2014-08-03T18:00:00Z, U, TS, 22.7, -72.5, 45.0, 1012.0, 140.0, 100.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022004, 2004-08-12T18:00:00Z, U, TD, 30.2, -84.0, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162004, 2004-11-27T18:00:00Z, U, EX, 26.2, -44.4, 35.0, 1000.0, 325.0, 500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092009, 2009-10-05T06:00:00Z, U, TS, 42.0, -19.0, 55.0, 988.0, 45.0, 45.0, 45.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012011, 2011-06-29T18:00:00Z, U, TS, 21.4, -95.6, 50.0, 998.0, 120.0, 60.0, 70.0, 60.0, 60.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072006, 2006-09-17T00:00:00Z, U, EX, 58.2, -20.5, 40.0, 980.0, 0.0, 360.0, 240.0, 180.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL292005, 2005-11-20T12:00:00Z, U, EX, 27.7, -44.8, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122008, 2008-09-27T18:00:00Z, U, EX, 37.4, -39.0, 70.0, 992.0, 360.0, 240.0, 240.0, 360.0, 150.0, 150.0, 150.0, 240.0, 120.0, 0.0, 0.0, 180.0
AL192010, 2010-10-22T00:00:00Z, U, TS, 16.0, -80.5, 35.0, 1007.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112004, 2004-09-13T18:00:00Z, U, TD, 15.9, -60.0, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132005, 2005-09-02T06:00:00Z, U, LO, 32.6, -52.3, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142012, 2012-09-21T12:00:00Z, U, TS, 34.6, -27.3, 50.0, 984.0, 180.0, 150.0, 200.0, 320.0, 0.0, 0.0, 50.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL162004, 2004-11-26T06:00:00Z, U, EX, 27.3, -41.0, 35.0, 1006.0, 300.0, 0.0, 0.0, 300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142012, 2012-09-29T12:00:00Z, U, HU, 32.6, -36.1, 65.0, 988.0, 100.0, 70.0, 60.0, 80.0, 40.0, 30.0, 30.0, 40.0, 25.0, 20.0, 0.0, 0.0
AL162005, 2005-09-12T06:00:00Z, U, TS, 31.2, -76.6, 60.0, 985.0, 130.0, 140.0, 110.0, 140.0, 50.0, 70.0, 50.0, 70.0, 0.0, 0.0, 0.0, 0.0
AL172017, 2017-10-16T11:00:00Z, L, EX, 51.9, -10.4, 70.0, 957.0, 150.0, 240.0, 240.0, 210.0, 70.0, 140.0, 120.0, 80.0, 30.0, 60.0, 60.0, 30.0
AL052010, 2010-08-11T00:00:00Z, U, TD, 26.1, -84.1, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112017, 2017-09-10T19:30:00Z, L, HU, 25.9, -81.7, 100.0, 936.0, 330.0, 190.0, 140.0, 220.0, 130.0, 130.0, 80.0, 110.0, 70.0, 60.0, 30.0, 50.0
AL112010, 2010-09-20T06:00:00Z, U, HU, 33.2, -65.2, 65.0, 957.0, 350.0, 300.0, 250.0, 300.0, 180.0, 150.0, 120.0, 160.0, 75.0, 50.0, 75.0, 75.0
AL032012, 2012-06-23T18:00:00Z, U, EX, 40.5, -42.5, 30.0, 991.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022011, 2011-07-20T12:00:00Z, U, TS, 31.4, -74.1, 45.0, 1002.0, 60.0, 60.0, 45.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012010, 2010-06-28T12:00:00Z, U, TS, 20.0, -91.6, 50.0, 989.0, 60.0, 30.0, 30.0, 60.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122013, 2013-10-05T18:00:00Z, U, TS, 27.9, -91.8, 35.0, 1008.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
